1 5.6269730134402834e-08 -7.224282317674623e-06 -1.0785998916934547e-10 0.9999999999739033 32.61422262297809 2.7635558784072765 -1.8785379925791301 1 00000.png

2 1.6038576542572227e-07 -2.0069165675361045e-05 -2.1454945459131736e-10 0.9999999997986015 31.963635041670457 2.7738163750184994 -1.8793985510888802 1 00004.png

4 1.3911102995057357e-07 -1.634459039664965e-05 0.9999999998664176 -3.5582075480489195e-10 31.149592213564997 2.7878344565844535 -1.881791608607655 1 00009.png

3 1.353694300322583e-07 -1.476104815237295e-05 0.9999999998910466 -4.629101824082938e-10 30.49765657144772 2.8003216771619144 -1.8851509503513375 1 00013.png

6 1.4754380320476814e-07 -1.4274799338922697e-05 0.9999999998981042 -6.376852396822175e-10 29.681758971903488 2.8180080047385094 -1.8913423361243937 1 00018.png

5 1.7613014165758883e-07 -1.4983505007792305e-05 0.9999999998877318 -1.040305109417661e-09 29.027607857127293 2.834602270648093 -1.8983837096711247 1 00022.png

11 2.356256837712464e-07 -1.6633298267662154e-05 0.999999999861639 -2.06713215988863e-09 28.370504115811755 2.855162399147838 -1.909660289619927 1 00026.png

9 4.320689500435628e-07 -2.1559852532878658e-05 0.9999999997674931 -5.635990205782315e-09 27.54081893275358 2.8917255521839764 -1.937612374632175 1 00031.png

10 8.731359929189965e-07 -3.0658776972754754e-05 0.9999999995296385 -1.3240854919438497e-08 26.867019186310177 2.936091600472493 -1.9811178656723645 1 00035.png

7 1.9820226060342145e-06 -4.8195949600299003e-05 0.9999999988366106 -2.954911748620504e-08 26.183597204745343 3.000220809824744 -2.05457250094648 1 00039.png

12 5.410232522533093e-06 -8.602722865609554e-05 0.9999999962850202 -6.971255847587622e-08 25.32030158112286 3.1141557425730633 -2.199174689864282 1 00044.png

8 1.0610651978743978e-05 -0.00012638303708383255 0.9999999919573648 -1.1233097620133581e-07 24.629504491573368 3.233060862923052 -2.360815497013127 1 00048.png

13 1.9354052612365495e-05 -0.0001722807785084453 0.9999999849723653 -1.5237378214738587e-07 23.77628227180928 3.4115832229056307 -2.612535057620284 1 00053.png

16 2.7776139159146303e-05 -0.0002047012626201587 0.9999999786629239 -1.7565381296713587e-07 23.10663566940868 3.5743084055000534 -2.848417525351489 1 00057.png

15 3.714766546782978e-05 -0.00023345536774247233 0.999999972059302 -1.936163103732902e-07 22.451078193795748 3.751091312439768 -3.113530231450166 1 00061.png

14 5.106589622085968e-05 -0.0002709656850989786 0.9999999619849111 -2.1955289775110748e-07 21.65365321422993 3.986671542871372 -3.488091085485424 1 00066.png

17 6.21421098931606e-05 -0.000293473624435994 0.9999999550057678 -2.294945248004776e-07 21.03487174283031 4.182405204501439 -3.8233607090937953 1 00070.png

18 7.068961979701838e-05 -0.00030183078246879636 0.9999999519505532 -2.185315365055285e-07 20.43392498120484 4.381967769145763 -4.184490981883513 1 00074.png

22 7.521104569958522e-05 -0.0002891737508530759 0.9999999553609031 -1.7955408965208974e-07 19.70715071775423 4.636221426705433 -4.658090443962726 1 00079.png

19 7.50178792806044e-05 -0.0002692482717185999 0.9999999609388317 -1.4466440034777148e-07 19.143549703777033 4.844400115959724 -5.044999997451992 1 00083.png

20 7.269221054232037e-05 -0.0002429598791893063 0.9999999678431634 -1.0937655092746469e-07 18.458610571697502 5.110914613060142 -5.533709729878677 1 00088.png

21 6.824597998922338e-05 -0.0002176700659305299 0.9999999739811105 -8.339610074736825e-08 17.924190806068022 5.330366374776116 -5.924206824092675 1 00092.png

23 6.320036273163599e-05 -0.00019381384820345965 0.999999979220951 -6.32910899800443e-08 17.399974713353682 5.556246509630511 -6.3116319002700605 1 00096.png

24 5.6181327618113976e-05 -0.00016546431670568708 0.9999999847326081 -4.3863827736689836e-08 16.75681000224906 5.848073137347413 -6.790246091562553 1 00101.png

25 4.842083654656184e-05 -0.00013897148007392494 0.9999999891711748 -2.9346655661122156e-08 16.250069853613944 6.091352090741424 -7.164220979702397 1 00105.png

27 3.959752774640279e-05 -0.00011082243301157379 0.9999999930752119 -1.6962270643627875e-08 15.6240232791768 6.40975204503803 -7.616652076151821 1 00110.png

26 3.2327600414216315e-05 -8.912878809577235e-05 0.9999999955054928 -9.623775554246095e-09 15.127487660358616 6.677166690575698 -7.964190365708498 1 00114.png

28 2.6192180447333022e-05 -7.142652642300935e-05 0.9999999971061105 -4.7438057371174125e-09 14.633471271263714 6.956532966557388 -8.297401579983193 1 00118.png

29 2.0254751033597678e-05 -5.4737127474122744e-05 0.999999998296796 -1.8060439810341222e-09 14.018228954637637 7.321421885641734 -8.69439419609224 1 00123.png

30 -3.3192159927747526e-06 8.938659414988179e-06 1.7348245062720482e-10 0.9999999999545416 13.526616077989114 7.627439900483139 -8.993331846449086 1 00127.png

32 3.1126640269011325e-06 -8.385134294866823e-06 0.9999999999600004 4.2841452607689234e-10 13.034280695197065 7.949554004753052 -9.269236123851472 1 00131.png

33 -1.6545350109972004e-05 4.487960166371575e-05 0.9999999988560364 -5.633398691973213e-09 12.415909072037131 8.381333744047264 -9.569213650043372 1 00136.png

31 6.021416514305065e-08 -7.787144298983302e-06 -1.0188938148053551e-10 0.9999999999696784 33.02003844366144 5.554855278998299 -2.085162606070932 1 00140.png

34 1.3546168795695186e-07 -1.699003633674135e-05 0.9999999998556602 -1.9342446914982772e-10 32.20786791649205 5.567518607086981 -2.0875837063216434 1 00145.png

35 1.1833192377201128e-07 -1.416109371079942e-05 0.9999999998997247 -2.8203133405069187e-10 31.55877908748405 5.578423980288116 -2.0915497070621054 1 00149.png

36 1.1958430133106727e-07 -1.3382792767795913e-05 0.9999999999104433 -3.8058381966743493e-10 30.9102949779852 5.590249108342286 -2.0977854661678004 1 00153.png

37 1.3474634309659377e-07 -1.3533608630603812e-05 0.9999999999084117 -5.289605090746941e-10 30.100554004530753 5.606681372963192 -2.1090332762042627 1 00158.png

38 1.5704639332247093e-07 -1.4167047469640355e-05 0.9999999998996352 -7.497893660113331e-10 29.4536159788691 5.621542186380667 -2.121386065411457 1 00162.png

40 2.1074951540605197e-07 -1.5694547449865055e-05 0.9999999998768183 -1.5785610926050127e-09 28.6474073991643 5.643601399332875 -2.146018796001388 1 00167.png

39 3.1039723389722647e-07 -1.8303479975371687e-05 0.9999999998324431 -3.3810421580515726e-09 28.00683273053109 5.666340479513328 -2.182687562811817 1 00171.png

41 5.570883565282451e-07 -2.404982655660095e-05 0.9999999997106478 -7.785781862973407e-09 27.373702225719693 5.696955780699726 -2.2484261551896667 1 00175.png

42 1.4845898189898201e-06 -4.073942996247007e-05 0.9999999991690471 -2.2469006696890226e-08 26.599250013413446 5.751734237526117 -2.396104467093514 1 00180.png

43 3.390346505493494e-06 -6.52021491907088e-05 0.9999999978685916 -4.773551084968908e-08 25.997466704404406 5.8108813539049295 -2.579360394945014 1 00184.png

44 7.2257557719229365e-06 -0.00010117442484683457 0.9999999948557584 -8.645691759734399e-08 25.413160795183593 5.882723458545851 -2.8223447377894733 1 00188.png

45 1.496091155019498e-05 -0.00015102118424765233 0.9999999884843772 -1.3633787986078175e-07 24.705061966925456 5.9861892091128945 -3.193224442147633 1 00193.png

46 2.275267150927073e-05 -0.00018605647255825252 0.999999982432639 -1.6381147603661272e-07 24.153505165825106 6.077127869808336 -3.527048502316762 1 00197.png

47 3.4101174840915e-05 -0.0002248341503618727 0.9999999741433392 -1.8945839438955225e-07 23.48137454687132 6.197934112600651 -3.978324804522503 1 00202.png

48 4.4648740477332e-05 -0.00025479794649984955 0.9999999665422257 -2.096935145523559e-07 22.95802149925299 6.29767386012149 -4.364737931735547 1 00206.png

49 5.6581305765433907e-05 -0.00028453562263301544 0.9999999579189904 -2.302350335381398e-07 22.448558383585723 6.397113093997222 -4.775484997515788 1 00210.png

50 6.919766048758153e-05 -0.0003039835858468756 0.9999999514028043 -2.2880702668648392e-07 21.828463845744714 6.521481929475474 -5.314527644983047 1 00215.png

51 7.59103341863098e-05 -0.00030433128347239 0.9999999508100226 -2.0863965186079803e-07 21.342987607559117 6.623673485575561 -5.756700621014939 1 00219.png

